id	affixes	text	en_ud2.bpe_12442.txt	en_ud2.bpe_24884.txt	en_ud2.bpe_49768.txt
559	-all,-an,-ar,-art,-ary,-ed,-ee,-ia,-ing,-ly,-th,en-,par-	In early February, India charged 34 Arakan separatists from Myanmar with hiding in the Landfall Islands, part of the Andaman Islands group (see end note).	▁In ▁early ▁February , ▁India ▁charged ▁34 ▁Ara k an ▁separ at ists ▁from ▁Myanmar ▁with ▁hid ing▁in▁the ▁Land fall ▁Islands , ▁part▁of▁the ▁Andaman▁Islands ▁group ▁( see ▁end ▁note ).	▁In▁early ▁February , ▁India ▁charged ▁34 ▁Arakan ▁separ atists ▁from ▁Myanmar ▁with ▁hid ing▁in▁the ▁Land fall ▁Islands , ▁part▁of▁the ▁Andaman▁Islands ▁group ▁( see ▁end ▁note ).	▁In▁early ▁February , ▁India ▁charged ▁34 ▁Arakan ▁separatists ▁from▁Myanmar ▁with ▁hiding▁in▁the ▁Landfall ▁Islands , ▁part▁of▁the ▁Andaman▁Islands ▁group ▁( see ▁end ▁note ).
560	-al,-an,-ar,-ary,-ed,-en,-ese,-ing,-ity,-ry,-th,-ty,al-,be-,ent-,ill-	These alleged members of the Arakan Army, the military wing of the National Unity Party in Myanmar, have been charged with illegal entry.	▁These ▁alleged ▁members▁of▁the ▁Ara k an ▁Army , ▁the▁military ▁w ing▁of▁the ▁National ▁Un ity ▁Party ▁in ▁Myanmar , ▁have▁been ▁charg ed▁with ▁illegal ▁entry .	▁These ▁alleged ▁members▁of▁the ▁Arakan ▁Army , ▁the▁military ▁w ing▁of▁the ▁National ▁Un ity ▁Party ▁in ▁Myanmar , ▁have▁been ▁charged▁with ▁illegal ▁entry .	▁These ▁alleged ▁members▁of▁the ▁Arakan ▁Army , ▁the▁military ▁w ing▁of▁the ▁National ▁Un ity ▁Party ▁in ▁Myanmar , ▁have▁been ▁charged▁with ▁illegal ▁entry .
561	-ar,-ed,-ey,-in,-ly,de-,like-	It is likely, but not certain, that they will be deported to Myanmar.	▁It▁is ▁likely , ▁but▁not ▁certain , ▁that▁they ▁will▁be ▁de port ed▁to ▁Myanmar .	▁It▁is ▁likely , ▁but▁not ▁certain , ▁that▁they ▁will▁be ▁de port ed▁to ▁Myanmar .	▁It▁is ▁likely , ▁but▁not ▁certain , ▁that▁they ▁will▁be ▁de port ed▁to ▁Myanmar .
562	-an,-en,-er,-es,-ing,-ity,-st,com-,con-,new-,ov-,re-	But the news of the Arakan rebels is just the tip of the iceberg when it comes to growing concern in New Delhi over the security of the Andaman Islands.	▁But ▁the▁new s▁of▁the ▁Ara k an ▁rebels ▁is▁just ▁the▁t ip ▁of▁the ▁ice berg ▁when▁it ▁comes▁to ▁growing ▁concern ▁in ▁New▁Delhi ▁over▁the ▁security ▁of▁the ▁Andaman▁Islands .	▁But ▁the▁new s▁of▁the ▁Arakan ▁rebels ▁is▁just ▁the▁t ip ▁of▁the ▁ice berg ▁when▁it ▁comes▁to ▁growing ▁concern ▁in▁New▁Delhi ▁over▁the ▁security ▁of▁the ▁Andaman▁Islands .	▁But ▁the▁new s▁of▁the ▁Arakan ▁rebels ▁is▁just ▁the▁t ip ▁of▁the ▁iceberg ▁when▁it ▁comes▁to ▁growing ▁concern ▁in▁New▁Delhi ▁over▁the ▁security ▁of▁the ▁Andaman▁Islands .
563	-an,-ar,-ence,-ick,-ing,-ity,-ly,-th,com-,in-,on-,re-	Reports are circulating in the intelligence community that the Andaman Islands are not only thick with Myanmar rebels.	▁Report s▁are ▁circ ulating ▁in▁the ▁intelligence ▁community ▁that▁the ▁Andaman ▁Island s▁are ▁not▁only ▁th ick ▁with ▁Myanmar ▁rebels .	▁Report s▁are ▁circ ulating ▁in▁the ▁intelligence ▁community ▁that▁the ▁Andaman ▁Island s▁are ▁not▁only ▁thick ▁with ▁Myanmar ▁rebels .	▁Report s▁are ▁circ ulating ▁in▁the ▁intelligence ▁community ▁that▁the ▁Andaman ▁Island s▁are ▁not▁only ▁thick▁with ▁Myanmar ▁rebels .
564	-an,-ate,-ation,-ly,-most,-ome,al-,be-,de-	It has also become an arms depot of the Liberation Tigers of Tamil Eelam (LTTE), who operate almost freely in the Andaman Sea.	▁It▁has ▁also ▁become ▁an ▁arms ▁de pot ▁of▁the ▁Liber ation ▁Tigers ▁of ▁Tamil ▁E el am ▁( L T TE ), ▁who ▁operate ▁almost ▁free ly ▁in▁the ▁Andaman▁Sea .	▁It▁has ▁also ▁become ▁an ▁arms ▁depot ▁of▁the ▁Liberation ▁Tigers ▁of ▁Tamil ▁Eelam ▁( LTTE ), ▁who ▁operate ▁almost ▁freely ▁in▁the ▁Andaman▁Sea .	▁It▁has▁also ▁become▁an ▁arms▁depot ▁of▁the ▁Liberation ▁Tigers ▁of▁Tamil▁Eelam ▁( LTTE ), ▁who▁operate ▁almost ▁freely ▁in▁the ▁Andaman▁Sea .
565	-ation,-er,-ing,-tion,af-,di-,to-	Information pointing in this direction came to light after the December 26 tsunami, which took a heavy toll on the Andamans.	▁Information ▁point ing▁in ▁this ▁direction ▁came▁to ▁light ▁after▁the ▁December ▁26 ▁t sun am i , ▁which ▁took▁a ▁heavy ▁toll ▁on▁the ▁And am ans .	▁Information ▁point ing▁in ▁this ▁direction ▁came▁to ▁light ▁after▁the ▁December ▁26 ▁t sunami , ▁which ▁took▁a ▁heavy ▁toll ▁on▁the ▁Andamans .	▁Information ▁point ing▁in▁this ▁direction ▁came▁to ▁light ▁after▁the ▁December ▁26 ▁tsunami , ▁which ▁took▁a ▁heavy ▁toll▁on▁the ▁Andamans .
566	-able,-ad,-al,-ar,-ation,-ed,-er,-ey,-ian,-ing,-ity,-ory,-th,al-,ano-,be-,co-,mis-	"Correspondents who flocked in to cover the tsunami found they also had another story - the miserable security situation surrounding the Indian navy's Far Eastern Naval Command, now being established along with India's ""blue water navy""."	"▁Cor respond ents ▁who ▁fl ock ed▁in ▁to ▁cover ▁the▁t sun am i ▁found ▁they ▁also▁had ▁another ▁story ▁- ▁the▁m is er able ▁security ▁situation ▁surround ing▁the ▁Indian ▁n avy ' s ▁Far ▁Eastern ▁N aval ▁Com m and , ▁now ▁being ▁established ▁along▁with ▁India ' s ▁"" bl ue ▁water ▁n avy ""."	"▁Cor respond ents ▁who ▁flock ed▁in ▁to▁cover ▁the▁t sunami ▁found ▁they ▁also▁had ▁another ▁story ▁- ▁the▁m iser able ▁security ▁situation ▁surrounding▁the ▁Indian ▁navy ' s ▁Far ▁Eastern ▁Naval ▁Comm and , ▁now ▁being ▁established ▁along▁with ▁India ' s ▁"" blue ▁water ▁navy ""."	"▁Correspond ents ▁who▁flock ed▁in ▁to▁cover ▁the▁t sunami ▁found ▁they ▁also▁had ▁another ▁story ▁- ▁the▁m iserable ▁security ▁situation ▁surrounding▁the ▁Indian ▁navy ' s ▁Far ▁Eastern ▁Naval ▁Comm and , ▁now ▁being ▁established ▁along▁with ▁India ' s ▁"" blue▁water ▁navy ""."
567	-ing,-ity	Deteriorating security	▁D eter ior ating ▁security	▁Deter ior ating ▁security	▁Deter ior ating ▁security
568	-al,-an,-ation,-ed,-es,-ey,-ian,-ing,-ity,-land,-ly,-st,-th,an-,de-,par-	Security problems in the Andaman Sea are not new, but they have deteriorated during the past few years, in tandem with a deterioration in the security situation in Bangladesh, Nepal and Bhutan, and particularly in the northeastern Indian states of Manipur, Nagaland and Tripura.	▁Security ▁problem s▁in▁the ▁Andaman▁Sea ▁are▁not ▁new , ▁but ▁they▁have ▁deterior ated ▁during▁the ▁past ▁few ▁years , ▁in ▁t and em ▁with▁a ▁deterior ation ▁in▁the ▁security ▁situation ▁in▁B ang ladesh , ▁N ep al ▁and▁B hut an , ▁and ▁particularly ▁in▁the ▁nort heastern ▁Indian ▁states ▁of▁M an ip ur , ▁N ag al and ▁and ▁T rip ur a .	▁Security ▁problem s▁in▁the ▁Andaman▁Sea ▁are▁not ▁new , ▁but ▁they▁have ▁deteriorated ▁during▁the ▁past ▁few▁years , ▁in ▁t andem ▁with▁a ▁deterior ation▁in▁the ▁security ▁situation ▁in▁Bangladesh , ▁Nep al ▁and▁B hutan , ▁and ▁particularly ▁in▁the ▁northeastern ▁Indian ▁states ▁of▁M an ipur , ▁N agal and ▁and ▁Trip ura .	▁Security ▁problems▁in▁the ▁Andaman▁Sea ▁are▁not ▁new , ▁but ▁they▁have ▁deteriorated ▁during▁the▁past ▁few▁years , ▁in ▁tandem ▁with▁a ▁deterior ation▁in▁the ▁security ▁situation ▁in▁Bangladesh , ▁Nep al ▁and▁Bhutan , ▁and ▁particularly ▁in▁the ▁northeastern ▁Indian ▁states ▁of▁Manipur , ▁N agal and ▁and ▁Tripura .
569	-ability,-able,-al,-en,-ia,-ian,-id,-ile,-ing,-ist,-ly,-ome,-ont,-or,-ped,-st,-tude,-ture,ad-,an-,be-,de-,en-,multi-,ter-,with-	While the Indian army has become rock-solid in the western front, and has developed the capability of withstanding any Pakistani adventure in that sector, it has become highly vulnerable in its eastern sector, where its enemy is not a national army but a multitude of secessionist, terrorist and drug-running militants operating between Southeast Asia and northeastern India through Bangladesh.	▁While ▁the ▁Indian▁army ▁has▁become ▁rock - s olid ▁in▁the ▁western ▁front , ▁and▁has ▁develop ed▁the ▁capability ▁of ▁with standing ▁any ▁Pakistani ▁adv enture ▁in▁that ▁sector , ▁it▁has ▁become ▁highly ▁vulner able ▁in▁its ▁eastern ▁sector , ▁where ▁its ▁enemy ▁is▁not▁a ▁national ▁army ▁but ▁a▁m ult itude ▁of ▁sec ession ist , ▁terrorist ▁and ▁drug - r unn ing ▁milit ants ▁operating ▁between ▁S outheast ▁Asia ▁and ▁nort heastern ▁India ▁through ▁Bang ladesh .	▁While ▁the ▁Indian▁army ▁has▁become ▁rock - solid ▁in▁the ▁western ▁front , ▁and▁has ▁develop ed▁the ▁capability ▁of ▁with standing ▁any ▁Pakistani ▁adventure ▁in▁that ▁sector , ▁it▁has ▁become ▁highly ▁vulnerable ▁in▁its ▁eastern ▁sector , ▁where ▁its ▁enemy ▁is▁not▁a ▁national ▁army ▁but ▁a▁m ult itude ▁of ▁secession ist , ▁terrorist ▁and ▁drug - runn ing ▁milit ants ▁operating ▁between ▁S outheast▁Asia ▁and ▁northeastern ▁India ▁through ▁Bangladesh .	▁While▁the ▁Indian▁army ▁has▁become ▁rock - solid ▁in▁the▁western ▁front , ▁and▁has ▁develop ed▁the ▁capability ▁of ▁with standing ▁any ▁Pakistani ▁adventure ▁in▁that ▁sector , ▁it▁has ▁become ▁highly ▁vulnerable ▁in▁its ▁eastern ▁sector , ▁where ▁its ▁enemy ▁is▁not▁a ▁national ▁army ▁but ▁a▁m ult itude ▁of ▁secessionist , ▁terrorist ▁and ▁drug - running ▁militants ▁operating ▁between ▁S outheast▁Asia ▁and ▁northeastern ▁India ▁through ▁Bangladesh .
570	-al,-all,-an,-ar,-ase,-fic,-or,an-,con-,is-,trans-	The Andaman Sea is a major conduit for this traffic, and the 572 large and small islands that constitute the Andaman and Nicobar group are a natural transit base.	▁The ▁Andaman▁Sea ▁is▁a ▁major ▁con du it ▁for▁this ▁traffic , ▁and▁the ▁5 72 ▁large ▁and ▁small ▁island s▁that ▁const itute ▁the ▁Andaman ▁and▁N ic obar ▁group ▁are ▁a ▁natural ▁transit ▁base .	▁The ▁Andaman▁Sea ▁is▁a ▁major ▁con duit ▁for▁this ▁traffic , ▁and▁the ▁5 72 ▁large ▁and▁small ▁island s▁that ▁const itute ▁the ▁Andaman ▁and▁Nicobar ▁group ▁are ▁a ▁natural ▁transit ▁base .	▁The ▁Andaman▁Sea ▁is▁a ▁major ▁conduit ▁for▁this ▁traffic , ▁and▁the ▁5 72 ▁large ▁and▁small ▁island s▁that ▁constitute ▁the ▁Andaman ▁and▁Nicobar ▁group▁are ▁a ▁natural ▁transit ▁base .
571	al-,an-,di-	The drugs and arms travel in all directions.	▁The ▁drug s▁and ▁arms ▁travel ▁in▁all ▁directions .	▁The ▁drug s▁and▁arms ▁travel ▁in▁all ▁directions .	▁The ▁drugs▁and▁arms ▁travel ▁in▁all ▁directions .
572	-an,-er,-es,-ey,-or,-ry,-st,-ule,al-,an-,be-,co-,de-,on-,re-	"Since the ""Sea Tigers"" of the LTTE, better known as the Tamil Tigers, are the ones who rule the Andaman Sea: they carry the arms and drugs for their own use and also to deliver to rebels in Aceh and all along the east coast of Africa."	"▁Since ▁the ▁"" Se a ▁Tigers "" ▁of▁the ▁LTTE , ▁better ▁known▁as▁the ▁Tamil ▁Tigers , ▁are▁the ▁ones ▁who ▁rule ▁the ▁Andaman▁Sea : ▁they ▁carry ▁the ▁arm s▁and ▁drugs ▁for▁their ▁own ▁use ▁and▁also ▁to ▁deliver ▁to▁re bel s▁in ▁A ce h ▁and▁all ▁along▁the ▁east ▁coast ▁of ▁Africa ."	"▁Since▁the ▁"" Sea ▁Tigers "" ▁of▁the ▁LTTE , ▁better ▁known▁as▁the ▁Tamil▁Tigers , ▁are▁the ▁ones▁who ▁rule ▁the ▁Andaman▁Sea : ▁they ▁carry ▁the ▁arm s▁and ▁drugs ▁for▁their▁own ▁use ▁and▁also ▁to▁deliver ▁to▁re bel s▁in ▁A ce h ▁and▁all ▁along▁the ▁east▁coast ▁of ▁Africa ."	"▁Since▁the ▁"" Sea▁Tigers "" ▁of▁the ▁LTTE , ▁better ▁known▁as▁the ▁Tamil▁Tigers , ▁are▁the ▁ones▁who ▁rule▁the ▁Andaman▁Sea : ▁they ▁carry ▁the ▁arms▁and ▁drugs ▁for▁their▁own ▁use ▁and▁also ▁to▁deliver ▁to▁re bel s▁in ▁A ce h ▁and▁all ▁along▁the ▁east▁coast ▁of ▁Africa ."
573	-in,-ped,-th,de-,new-,with-	It is old news that the Tamil Tigers have developed a strong network within South Africa.	▁It▁is ▁old ▁news ▁that▁the ▁Tamil ▁Tigers ▁have ▁develop ed▁a ▁strong ▁network ▁within ▁South ▁Africa .	▁It▁is ▁old ▁news ▁that▁the ▁Tamil▁Tigers ▁have ▁developed▁a ▁strong ▁network ▁within ▁South▁Africa .	▁It▁is ▁old▁news ▁that▁the ▁Tamil▁Tigers ▁have ▁developed▁a ▁strong ▁network ▁within ▁South▁Africa .
574	un-	This is not unknown to New Delhi.	▁This ▁is▁not ▁unknown ▁to ▁New▁Delhi .	▁This▁is▁not ▁unknown ▁to ▁New▁Delhi .	▁This▁is▁not ▁unknown ▁to▁New▁Delhi .
575	-al,-ar,-ation,-ed,-ent,-er,-es,-ia,-ial,-ian,-ile,-ing,-ist,-land,-ly,Indo-,an-,fore-,is-,off-,re-,un-	A recent report by a journalist from Port Blair, in the Andamans, quoted an unnamed official saying that foreigners from Myanmar, Bangladesh and Sri Lanka have permanently settled in the islands, using fake Indian ration cards, while citizens of Thailand, China, Indonesia and Malaysia have migrated temporarily to plunder the natural resources and leave.	▁A ▁recent ▁report ▁by▁a ▁journal ist ▁from ▁Port ▁Blair , ▁in▁the ▁And am ans , ▁quot ed▁an ▁un named ▁official ▁saying▁that ▁foreign ers ▁from ▁Myanmar , ▁Bang ladesh ▁and▁S ri▁Lanka ▁have ▁permanent ly ▁settled ▁in▁the ▁islands , ▁using ▁f ake ▁Indian ▁r ation ▁cards , ▁while ▁citizen s▁of ▁Thailand , ▁China , ▁Indones ia ▁and▁M al ays ia ▁have ▁migr ated ▁tem por arily ▁to ▁pl under ▁the ▁natural ▁resources ▁and ▁leave .	▁A ▁recent ▁report ▁by▁a ▁journalist ▁from ▁Port▁Blair , ▁in▁the ▁Andamans , ▁quot ed▁an ▁un named ▁official ▁saying▁that ▁foreigners ▁from ▁Myanmar , ▁Bangladesh ▁and▁Sri▁Lanka ▁have ▁permanent ly ▁settled ▁in▁the ▁islands , ▁using ▁fake ▁Indian ▁r ation ▁cards , ▁while ▁citizen s▁of ▁Thailand , ▁China , ▁Indonesia ▁and▁M al aysia ▁have ▁migr ated ▁tem por arily ▁to ▁pl under ▁the ▁natural ▁resources ▁and▁leave .	▁A▁recent ▁report ▁by▁a ▁journalist ▁from ▁Port▁Blair , ▁in▁the ▁Andamans , ▁quot ed▁an ▁unnamed ▁official ▁saying▁that ▁foreigners ▁from▁Myanmar , ▁Bangladesh ▁and▁Sri▁Lanka ▁have ▁permanent ly ▁settled▁in▁the ▁islands , ▁using▁fake ▁Indian ▁r ation▁cards , ▁while ▁citizen s▁of ▁Thailand , ▁China , ▁Indonesia ▁and▁M alaysia▁have ▁migrated ▁temporarily ▁to ▁pl under ▁the ▁natural ▁resources ▁and▁leave .
576	-ar,-id,-le,-ly,an-,fore-,over-	Port Blair, Havelock Islands, Diglipur, Middle Nicobar, Campbell's Bay, Neil Islands and Rangott are mostly overrun by foreigners, he said.	"▁"" P ort ▁Blair , ▁Ha vel ock ▁Islands , ▁D ig l ip ur , ▁Middle ▁Nic obar , ▁Camp bell ' s ▁Bay , ▁Ne il ▁Island s▁and ▁R ang ott ▁are ▁mostly ▁over run ▁by ▁foreign ers ,"" ▁he▁said ."	"▁"" Port ▁Blair , ▁Ha vel ock ▁Islands , ▁Dig l ipur , ▁Middle ▁Nicobar , ▁Camp bell ' s▁Bay , ▁Neil ▁Island s▁and ▁R ang ott ▁are ▁mostly ▁over run ▁by ▁foreigners ,"" ▁he▁said ."	"▁"" Port▁Blair , ▁Ha vel ock ▁Islands , ▁Diglipur , ▁Middle ▁Nicobar , ▁Campbell ' s▁Bay , ▁Neil ▁Island s▁and ▁R ang ott ▁are ▁mostly ▁overrun▁by ▁foreigners ,"" ▁he▁said ."
577	-an,-ate,-ed,-er,-es,-ial,fore-,is-,off-,un-	"An official estimate issued in 2003 suggests there are 50,000 ""foreigners"" in the Andaman Islands, but unofficial figures are much higher than this."	"▁An ▁official ▁estimate ▁issu ed▁in ▁2003 ▁suggest s ▁there▁are ▁50 ,000 ▁"" fore ign ers "" ▁in▁the ▁Andaman▁Islands , ▁but ▁un official ▁figures ▁are ▁much ▁higher▁than ▁this ."	"▁An ▁official ▁estimate ▁issu ed▁in ▁2003 ▁suggests ▁there▁are ▁50 ,000 ▁"" foreign ers "" ▁in▁the ▁Andaman▁Islands , ▁but▁un official ▁figures ▁are ▁much ▁higher▁than ▁this ."	"▁An ▁official ▁estimate ▁issued▁in ▁2003 ▁suggests ▁there▁are ▁50 ,000 ▁"" foreigners "" ▁in▁the ▁Andaman▁Islands , ▁but▁un official ▁figures ▁are▁much ▁higher▁than ▁this ."
578	-ed,-en,-er,-land,-le,-ly,co-,de-,milli-	A large number of them are Bangladeshis, who like millions of their countrymen have left their densely populated homeland to settle elsewhere.	▁A ▁large ▁number ▁of▁them ▁are ▁Bang ladesh is , ▁who ▁like ▁mill ions ▁of▁their ▁country men ▁have▁left ▁their ▁d ense ly ▁pop ulated ▁homeland ▁to ▁settle ▁elsewhere .	▁A ▁large ▁number ▁of▁them▁are ▁Bangladesh is , ▁who ▁like ▁millions ▁of▁their ▁country men ▁have▁left ▁their ▁d ensely ▁populated ▁homeland ▁to ▁settle ▁elsewhere .	▁A▁large ▁number ▁of▁them▁are ▁Bangladesh is , ▁who ▁like ▁millions ▁of▁their ▁countrymen ▁have▁left ▁their ▁d ensely ▁populated ▁homeland ▁to▁settle ▁elsewhere .
579	-al,-ase,-er,-es,-ey,-ful,-le,-ling,-or,-st,ac-,an-,de-,un-	As most of them have few technical skills, and the Andamans have little demand for them in any case, they turn to smuggling and other unlawful activities.	▁As ▁most ▁of▁them ▁have ▁few ▁technical ▁skills , ▁and▁the ▁And am ans ▁have ▁little ▁demand ▁for▁them ▁in▁any ▁case , ▁they ▁turn ▁to ▁smugg l ing▁and ▁other ▁un law ful ▁activities .	▁As ▁most▁of▁them ▁have ▁few ▁technical ▁skills , ▁and▁the ▁Andamans ▁have ▁little ▁demand ▁for▁them ▁in▁any ▁case , ▁they ▁turn ▁to ▁smugg l ing▁and ▁other ▁un law ful ▁activities .	▁As ▁most▁of▁them ▁have ▁few ▁technical ▁skills , ▁and▁the ▁Andamans ▁have ▁little ▁demand ▁for▁them ▁in▁any ▁case , ▁they ▁turn ▁to▁smuggl ing▁and ▁other ▁unlawful ▁activities .
